Precinct_name,candidate_name,Contest_title,Sum of total_votes
365,Kendall Pace,"AT LARGE POSITION 9, AISD",55
365,Mike Martinez,"MAYOR, CITY OF AUSTIN",22
365,Steve Adler,"MAYOR, CITY OF AUSTIN",77
366,Ed Scruggs,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",639
366,Ellen Troxclair,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",544
366,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",406
366,Hillary Procknow,"AT LARGE POSITION 9, AISD",247
366,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",372
366,Kendall Pace,"AT LARGE POSITION 9, AISD",521
366,Mike Martinez,"MAYOR, CITY OF AUSTIN",334
366,Steve Adler,"MAYOR, CITY OF AUSTIN",843
367,Ed Scruggs,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",613
367,Ellen Troxclair,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",730
367,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",484
367,Hillary Procknow,"AT LARGE POSITION 9, AISD",299
367,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",348
367,Kendall Pace,"AT LARGE POSITION 9, AISD",554
367,Mike Martinez,"MAYOR, CITY OF AUSTIN",303
367,Steve Adler,"MAYOR, CITY OF AUSTIN",1030
368,Ed Scruggs,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",0
368,Ellen Troxclair,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",0
368,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",0
368,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",0
368,Mike Martinez,"MAYOR, CITY OF AUSTIN",0
368,Steve Adler,"MAYOR, CITY OF AUSTIN",0
369,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",6
369,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",10
370,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",13
370,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",12
371,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",0
371,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",0
372,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",17
372,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",5
374,Don Zimmerman,"DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",27
374,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",40
374,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",29
374,"James ""Jimmy"" Flannigan","DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",21
374,Mike Martinez,"MAYOR, CITY OF AUSTIN",9
374,Steve Adler,"MAYOR, CITY OF AUSTIN",38
375,Don Zimmerman,"DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",1
375,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",8
375,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",6
375,"James ""Jimmy"" Flannigan","DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",1
375,Mike Martinez,"MAYOR, CITY OF AUSTIN",2
375,Steve Adler,"MAYOR, CITY OF AUSTIN",2
401,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",52
401,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",30
401,Mike Martinez,"MAYOR, CITY OF AUSTIN",40
401,Steve Adler,"MAYOR, CITY OF AUSTIN",36
402,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",55
402,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",44
402,Mike Martinez,"MAYOR, CITY OF AUSTIN",26
402,Steve Adler,"MAYOR, CITY OF AUSTIN",49
403,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",13
403,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",9
404,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",47
404,Hillary Procknow,"AT LARGE POSITION 9, AISD",47
404,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",53
404,Kate Mason-Murphy,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",42
404,Kendall Pace,"AT LARGE POSITION 9, AISD",55
404,Mike Martinez,"MAYOR, CITY OF AUSTIN",62
404,Paul Salda�a,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",67
404,Steve Adler,"MAYOR, CITY OF AUSTIN",62
405,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",7
405,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",7
405,Mike Martinez,"MAYOR, CITY OF AUSTIN",0
405,Steve Adler,"MAYOR, CITY OF AUSTIN",0
406,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",252
406,Hillary Procknow,"AT LARGE POSITION 9, AISD",151
406,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",208
406,Kate Mason-Murphy,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",254
406,Kendall Pace,"AT LARGE POSITION 9, AISD",283
406,Mike Martinez,"MAYOR, CITY OF AUSTIN",106
406,Paul Salda�a,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",216
406,Steve Adler,"MAYOR, CITY OF AUSTIN",510
407,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",54
407,Hillary Procknow,"AT LARGE POSITION 9, AISD",8
407,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",49
407,Kendall Pace,"AT LARGE POSITION 9, AISD",6
407,Mike Martinez,"MAYOR, CITY OF AUSTIN",66
407,"Sabino ""Pio"" Renteria","DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",12
407,Steve Adler,"MAYOR, CITY OF AUSTIN",67
407,Susana R. Almanza,"DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",16
408,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",120
408,Hillary Procknow,"AT LARGE POSITION 9, AISD",87
408,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",105
408,Kate Mason-Murphy,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",28
408,Kendall Pace,"AT LARGE POSITION 9, AISD",135
408,Mike Martinez,"MAYOR, CITY OF AUSTIN",82
408,Paul Salda�a,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",31
408,Steve Adler,"MAYOR, CITY OF AUSTIN",192
409,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",89
409,Hillary Procknow,"AT LARGE POSITION 9, AISD",64
409,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",99
409,Kendall Pace,"AT LARGE POSITION 9, AISD",118
409,Mike Martinez,"MAYOR, CITY OF AUSTIN",155
409,"Sabino ""Pio"" Renteria","DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",166
409,Steve Adler,"MAYOR, CITY OF AUSTIN",127
409,Susana R. Almanza,"DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",91
410,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",94
410,Hillary Procknow,"AT LARGE POSITION 9, AISD",97
410,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",103
410,Kate Mason-Murphy,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",96
410,Kendall Pace,"AT LARGE POSITION 9, AISD",99
410,Mike Martinez,"MAYOR, CITY OF AUSTIN",108
410,Paul Salda�a,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",113
410,Steve Adler,"MAYOR, CITY OF AUSTIN",152
411,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",45
411,Hillary Procknow,"AT LARGE POSITION 9, AISD",30
411,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",49
411,Kate Mason-Murphy,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",50
411,Kendall Pace,"AT LARGE POSITION 9, AISD",64
411,Mike Martinez,"MAYOR, CITY OF AUSTIN",41
411,Paul Salda�a,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",49
411,Steve Adler,"MAYOR, CITY OF AUSTIN",69
412,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",3
412,Hillary Procknow,"AT LARGE POSITION 9, AISD",2
412,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",2
412,Kendall Pace,"AT LARGE POSITION 9, AISD",3
412,Mike Martinez,"MAYOR, CITY OF AUSTIN",3
412,Steve Adler,"MAYOR, CITY OF AUSTIN",2
413,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",14
413,Hillary Procknow,"AT LARGE POSITION 9, AISD",13
413,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",16
413,Kate Mason-Murphy,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",14
413,Kendall Pace,"AT LARGE POSITION 9, AISD",18
413,Mike Martinez,"MAYOR, CITY OF AUSTIN",15
413,Paul Salda�a,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",10
413,Steve Adler,"MAYOR, CITY OF AUSTIN",8
414,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",122
414,Hillary Procknow,"AT LARGE POSITION 9, AISD",80
414,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",109
414,Kate Mason-Murphy,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",114
414,Kendall Pace,"AT LARGE POSITION 9, AISD",140
414,Mike Martinez,"MAYOR, CITY OF AUSTIN",110
414,Paul Salda�a,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",128
414,Steve Adler,"MAYOR, CITY OF AUSTIN",191
415,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",72
415,Hillary Procknow,"AT LARGE POSITION 9, AISD",47
415,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",40
415,Kate Mason-Murphy,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",60
415,Kendall Pace,"AT LARGE POSITION 9, AISD",62
415,Mike Martinez,"MAYOR, CITY OF AUSTIN",60
415,Paul Salda�a,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",55
415,Steve Adler,"MAYOR, CITY OF AUSTIN",86
416,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",5
416,Hillary Procknow,"AT LARGE POSITION 9, AISD",2
416,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",4
416,Kate Mason-Murphy,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",3
416,Kendall Pace,"AT LARGE POSITION 9, AISD",5
416,Mike Martinez,"MAYOR, CITY OF AUSTIN",7
416,Paul Salda�a,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",6
416,Steve Adler,"MAYOR, CITY OF AUSTIN",4
417,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",49
417,Hillary Procknow,"AT LARGE POSITION 9, AISD",42
417,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",38
417,Kate Mason-Murphy,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",39
417,Kendall Pace,"AT LARGE POSITION 9, AISD",40
417,Mike Martinez,"MAYOR, CITY OF AUSTIN",39
417,Paul Salda�a,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",50
417,Steve Adler,"MAYOR, CITY OF AUSTIN",73
418,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",0
418,Hillary Procknow,"AT LARGE POSITION 9, AISD",0
418,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",0
418,Kate Mason-Murphy,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",0
418,Kendall Pace,"AT LARGE POSITION 9, AISD",0
418,Paul Salda�a,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",0
419,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",22
419,Hillary Procknow,"AT LARGE POSITION 9, AISD",18
419,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",22
419,Kate Mason-Murphy,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",22
419,Kendall Pace,"AT LARGE POSITION 9, AISD",24
419,Mike Martinez,"MAYOR, CITY OF AUSTIN",24
419,Paul Salda�a,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",23
419,Steve Adler,"MAYOR, CITY OF AUSTIN",38
420,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",133
420,Hillary Procknow,"AT LARGE POSITION 9, AISD",103
420,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",104
420,Kendall Pace,"AT LARGE POSITION 9, AISD",133
420,Mike Martinez,"MAYOR, CITY OF AUSTIN",150
420,"Sabino ""Pio"" Renteria","DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",85
420,Steve Adler,"MAYOR, CITY OF AUSTIN",179
420,Susana R. Almanza,"DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",81
421,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",125
421,Hillary Procknow,"AT LARGE POSITION 9, AISD",86
421,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",141
421,Kate Mason-Murphy,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",96
421,Kendall Pace,"AT LARGE POSITION 9, AISD",169
421,Mike Martinez,"MAYOR, CITY OF AUSTIN",159
421,Paul Salda�a,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",156
421,Steve Adler,"MAYOR, CITY OF AUSTIN",249
422,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",113
422,Hillary Procknow,"AT LARGE POSITION 9, AISD",68
422,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",107
422,Kate Mason-Murphy,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",94
422,Kendall Pace,"AT LARGE POSITION 9, AISD",157
422,Mike Martinez,"MAYOR, CITY OF AUSTIN",166
422,Paul Salda�a,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",143
422,Steve Adler,"MAYOR, CITY OF AUSTIN",166
423,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",193
423,Hillary Procknow,"AT LARGE POSITION 9, AISD",67
423,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",138
423,Kendall Pace,"AT LARGE POSITION 9, AISD",74
423,Mike Martinez,"MAYOR, CITY OF AUSTIN",244
423,"Sabino ""Pio"" Renteria","DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",161
423,Steve Adler,"MAYOR, CITY OF AUSTIN",191
423,Susana R. Almanza,"DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",249
424,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",147
424,Hillary Procknow,"AT LARGE POSITION 9, AISD",101
424,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",117
424,Kate Mason-Murphy,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",59
424,Kendall Pace,"AT LARGE POSITION 9, AISD",154
424,Mike Martinez,"MAYOR, CITY OF AUSTIN",195
424,Paul Salda�a,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",92
424,"Sabino ""Pio"" Renteria","DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",101
424,Steve Adler,"MAYOR, CITY OF AUSTIN",192
424,Susana R. Almanza,"DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",64
425,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",55
425,Hillary Procknow,"AT LARGE POSITION 9, AISD",46
425,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",52
425,Kate Mason-Murphy,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",63
425,Kendall Pace,"AT LARGE POSITION 9, AISD",50
425,Mike Martinez,"MAYOR, CITY OF AUSTIN",47
425,Paul Salda�a,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",40
425,Steve Adler,"MAYOR, CITY OF AUSTIN",77
426,"David ""D"" Thompson","DISTRICT 1, SINGLE MEMBER TRUSTEE, AISD",13
426,Edmund T. Gordon,"DISTRICT 1, SINGLE MEMBER TRUSTEE, AISD",9
426,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",187
426,Hillary Procknow,"AT LARGE POSITION 9, AISD",132
426,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",120
426,Kendall Pace,"AT LARGE POSITION 9, AISD",164
426,Mike Martinez,"MAYOR, CITY OF AUSTIN",255
426,"Sabino ""Pio"" Renteria","DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",244
426,Steve Adler,"MAYOR, CITY OF AUSTIN",153
426,Susana R. Almanza,"DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",155
427,"David ""D"" Thompson","DISTRICT 1, SINGLE MEMBER TRUSTEE, AISD",12
427,Edmund T. Gordon,"DISTRICT 1, SINGLE MEMBER TRUSTEE, AISD",10
427,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",136
427,Hillary Procknow,"AT LARGE POSITION 9, AISD",118
427,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",82
427,Kendall Pace,"AT LARGE POSITION 9, AISD",101
427,Mike Martinez,"MAYOR, CITY OF AUSTIN",201
427,"Sabino ""Pio"" Renteria","DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",195
427,Steve Adler,"MAYOR, CITY OF AUSTIN",130
427,Susana R. Almanza,"DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",133
428,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",69
428,Hillary Procknow,"AT LARGE POSITION 9, AISD",39
428,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",54
428,Kendall Pace,"AT LARGE POSITION 9, AISD",79
428,Mike Martinez,"MAYOR, CITY OF AUSTIN",61
428,Steve Adler,"MAYOR, CITY OF AUSTIN",121
429,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",107
429,Hillary Procknow,"AT LARGE POSITION 9, AISD",30
429,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",101
429,Kendall Pace,"AT LARGE POSITION 9, AISD",49
429,Mike Martinez,"MAYOR, CITY OF AUSTIN",156
429,"Sabino ""Pio"" Renteria","DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",143
429,Steve Adler,"MAYOR, CITY OF AUSTIN",140
429,Susana R. Almanza,"DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",98
430,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",38
430,Hillary Procknow,"AT LARGE POSITION 9, AISD",38
430,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",41
430,Kate Mason-Murphy,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",37
430,Kendall Pace,"AT LARGE POSITION 9, AISD",37
430,Mike Martinez,"MAYOR, CITY OF AUSTIN",69
430,Paul Salda�a,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",44
430,"Sabino ""Pio"" Renteria","DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",15
430,Steve Adler,"MAYOR, CITY OF AUSTIN",46
430,Susana R. Almanza,"DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",5
431,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",184
431,Hillary Procknow,"AT LARGE POSITION 9, AISD",71
431,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",158
431,Kendall Pace,"AT LARGE POSITION 9, AISD",95
431,Mike Martinez,"MAYOR, CITY OF AUSTIN",259
431,"Sabino ""Pio"" Renteria","DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",246
431,Steve Adler,"MAYOR, CITY OF AUSTIN",196
431,Susana R. Almanza,"DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",179
432,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",0
432,Hillary Procknow,"AT LARGE POSITION 9, AISD",0
432,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",0
432,Kendall Pace,"AT LARGE POSITION 9, AISD",0
432,Mike Martinez,"MAYOR, CITY OF AUSTIN",0
432,"Sabino ""Pio"" Renteria","DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",0
432,Steve Adler,"MAYOR, CITY OF AUSTIN",0
432,Susana R. Almanza,"DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",0
433,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",122
433,Hillary Procknow,"AT LARGE POSITION 9, AISD",92
433,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",111
433,Kate Mason-Murphy,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",29
433,Kendall Pace,"AT LARGE POSITION 9, AISD",131
433,Mike Martinez,"MAYOR, CITY OF AUSTIN",163
433,Paul Salda�a,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",78
433,"Sabino ""Pio"" Renteria","DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",126
433,Steve Adler,"MAYOR, CITY OF AUSTIN",143
433,Susana R. Almanza,"DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",72
434,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",0
434,Hillary Procknow,"AT LARGE POSITION 9, AISD",0
434,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",1
434,Kendall Pace,"AT LARGE POSITION 9, AISD",1
434,Mike Martinez,"MAYOR, CITY OF AUSTIN",0
434,"Sabino ""Pio"" Renteria","DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",0
434,Steve Adler,"MAYOR, CITY OF AUSTIN",1
434,Susana R. Almanza,"DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",1
435,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",296
435,Hillary Procknow,"AT LARGE POSITION 9, AISD",219
435,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",244
435,Kate Mason-Murphy,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",59
435,Kendall Pace,"AT LARGE POSITION 9, AISD",328
435,Mike Martinez,"MAYOR, CITY OF AUSTIN",262
435,Paul Salda�a,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",54
435,Steve Adler,"MAYOR, CITY OF AUSTIN",449
436,"David ""D"" Thompson","DISTRICT 1, SINGLE MEMBER TRUSTEE, AISD",16
436,Edmund T. Gordon,"DISTRICT 1, SINGLE MEMBER TRUSTEE, AISD",11
436,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",15
436,Hillary Procknow,"AT LARGE POSITION 9, AISD",16
